"non,asIs",0.62
"RS,asIs",29.12
"RS,mid-leaf",30.92
"RS,RR",32.35
"RS,LSR",32.39
"RS,LR",32.41
"RS,SVR",33.45
"RS,LGBM",42.28
"RS,k1",61.8
"RS,k3",64.63
"RS,k5",67.62
"DS,asIs",81.82
"DS,mid-leaf",83.36
"DS,RR",84.76
"DS,LSR",84.8
"DS,LR",84.82
"DS,SVR",85.79
"DS,LGBM",89.79
"DS,k1",110.72
"DS,k3",113.49
"DS,k5",116.5
"non,mid-leaf",230.75
"non,RR",232.44
"non,LSR",232.53
"non,LR",232.63
"non,k1",278.41
"non,k3",281.07
"non,k5",284.07
"non,LGBM",303.28
"non,SVR",521.55
